STOCK,HOLDER NAME, SHARES 
CNPF PM Equity,STANDARD CHARTERED BANK ," 206,446,206.00 "
CNPF PM Equity,DEUTSCHE BANK MANILA-CLIENTS A/C ," 149,362,145.00 "
CNPF PM Equity,FIRST METRO SECURITIES BROKERAGE CORP. ," 93,913,318.00 "
CNPF PM Equity,"COL Financial Group, Inc. "," 48,738,846.00 "
CNPF PM Equity,DEUTSCHE BANK MANILA-CLIENTS A/C ," 42,256,871.00 "
CNPF PM Equity,THE HONGKONG AND SHANGHAI BANKING CORP. LTD. -CLIENTS' ACCT. ," 38,447,200.00 "
CNPF PM Equity,MBTC - TRUST BANKING GROUP ," 9,129,850.00 "
CNPF PM Equity,"PHILIPPINE EQUITY PARTNERS, INC. "," 8,774,500.00 "
CNPF PM Equity,"A & A SECURITIES, INC. "," 7,028,558.00 "
CNPF PM Equity,BPI SECURITIES CORPORATION ," 5,349,705.00 "
CNPF PM Equity,BDO SECURITIES CORPORATION ," 4,637,265.00 "
CNPF PM Equity,"SB EQUITIES,INC. "," 3,941,020.00 "
CNPF PM Equity,"WEALTH SECURITIES, INC. "," 3,751,700.00 "
CNPF PM Equity,BANCO DE ORO - TRUST BANKING GROUP ," 3,166,850.00 "
CNPF PM Equity,"REGIS PARTNERS, INC. "," 3,045,170.00 "
CNPF PM Equity,LBP-TBG THIRD PARTY CUSTODIANSHIP & REGISTRY DEPT ," 2,717,956.00 "
CNPF PM Equity,"S.J. ROXAS & CO., INC. "," 2,058,950.00 "
CNPF PM Equity,PNB TRUST BANKING GROUP ," 1,898,200.00 "
CNPF PM Equity,"MAYBANK SECURITIES, INC. "," 1,144,600.00 "
CNPF PM Equity,STANDARD SECURITIES CORPORATION ," 1,031,100.00 "
CNPF PM Equity,RCBC TRUST CORPORATION ," 654,485.00 "
CNPF PM Equity,UNICAPITAL SECURITIES INC. ," 595,255.00 "
CNPF PM Equity,AB CAPITAL & INVESTMENT CORP. - TRUST & INVESTMENT DIV. ," 497,200.00 "
CNPF PM Equity,GOVERNMENT SERVICE INSURANCE SYSTEM ," 487,700.00 "
CNPF PM Equity,CHINA BANKING CORPORATION - TRUST GROUP ," 386,700.00 "
CNPF PM Equity,ABACUS SECURITIES CORPORATION ," 375,549.00 "
CNPF PM Equity,CHINA BANK SECURITIES CORPORATION ," 331,950.00 "
CNPF PM Equity,RCBC TRUST CORPORATION ," 313,115.00 "
CNPF PM Equity,"ANSALDO, GODINEZ & CO., INC. "," 290,040.00 "
CNPF PM Equity,DAVID GO SECURITIES CORP. ," 280,000.00 "
CNPF PM Equity,"RCBC SECURITIES, INC. "," 275,350.00 "
CNPF PM Equity,PAPA SECURITIES CORPORATION ," 260,536.00 "
CNPF PM Equity,"AB CAPITAL SECURITIES, INC. "," 229,278.00 "
CNPF PM Equity,"TOWER SECURITIES, INC. "," 213,800.00 "
CNPF PM Equity,"WESTLINK GLOBAL EQUITIES, INC. "," 210,000.00 "
CNPF PM Equity,IGC SECURITIES INC. ," 207,850.00 "
CNPF PM Equity,APEX PHILIPPINES EQUITIES CORPORATION ," 188,550.00 "
CNPF PM Equity,LAND BANK OF THE PHILIPPINES-TRUST BANKING GROUP ," 180,000.00 "
CNPF PM Equity,"INTRA-INVEST SECURITIES, INC. "," 175,500.00 "
CNPF PM Equity,PHILSTOCKS FINANCIAL INC ," 162,554.00 "
CNPF PM Equity,REGINA CAPITAL DEVELOPMENT CORPORATION ," 154,550.00 "
CNPF PM Equity,AP SECURITIES INCORPORATED ," 143,850.00 "
CNPF PM Equity,A. T. DE CASTRO SECURITIES CORP. ," 134,900.00 "
CNPF PM Equity,PAN ASIA SECURITIES CORP. ," 134,750.00 "
CNPF PM Equity,"LUCKY SECURITIES, INC. "," 119,500.00 "
CNPF PM Equity,"SUMMIT SECURITIES, INC. "," 119,500.00 "
CNPF PM Equity,TRITON SECURITIES CORP. ," 118,500.00 "
CNPF PM Equity,OPTIMUM SECURITIES CORPORATION ," 115,500.00 "
CNPF PM Equity,"TIMSON SECURITIES, INC. "," 113,500.00 "
CNPF PM Equity,"GLOBALINKS SECURITIES & STOCKS, INC. "," 111,850.00 "
CNPF PM Equity,"CAMPOS, LANUZA & COMPANY, INC. "," 109,500.00 "
CNPF PM Equity,"YU & COMPANY, INC. "," 109,450.00 "
CNPF PM Equity,COL Inv Mgt Inc as Investment Company Adviser for Various Mutual Funds ," 72,000.00 "
CNPF PM Equity,QUALITY INVESTMENTS & SECURITIES CORPORATION ," 71,850.00 "
CNPF PM Equity,"R. NUBLA SECURITIES, INC. "," 64,000.00 "
CNPF PM Equity,EASTERN SECURITIES DEVELOPMENT CORPORATION ," 63,950.00 "
CNPF PM Equity,"R. COYIUTO SECURITIES, INC. "," 63,000.00 "
CNPF PM Equity,ASTRA SECURITIES CORPORATION ," 61,850.00 "
CNPF PM Equity,"EVERGREEN STOCK BROKERAGE & SEC., INC. "," 61,200.00 "
CNPF PM Equity,"IMPERIAL,DE GUZMAN,ABALOS & CO.,INC. "," 61,150.00 "
CNPF PM Equity,"MERIDIAN SECURITIES, INC. "," 59,450.00 "
CNPF PM Equity,"SunSecurities, Inc. "," 57,000.00 "
CNPF PM Equity,"LANDBANK SECURITIES, INC. "," 55,750.00 "
CNPF PM Equity,UPCC SECURITIES CORP. ," 55,700.00 "
CNPF PM Equity,"LOPEZ, LOCSIN, LEDESMA & CO., INC. "," 54,100.00 "
CNPF PM Equity,"VENTURE SECURITIES, INC. "," 54,100.00 "
CNPF PM Equity,"ASIASEC EQUITIES, INC. "," 54,000.00 "
CNPF PM Equity,SALISBURY SECURITIES CORPORATION ," 53,745.00 "
CNPF PM Equity,"YAO & ZIALCITA, INC. "," 52,000.00 "
CNPF PM Equity,"BELSON SECURITIES, INC. "," 50,600.00 "
CNPF PM Equity,THE FIRST RESOURCES MANAGEMENT & SECURITIES CORP. ," 49,200.00 "
CNPF PM Equity,"R. S. LIM & CO., INC. "," 48,000.00 "
CNPF PM Equity,"E. CHUA CHIACO SECURITIES, INC. "," 46,450.00 "
CNPF PM Equity,"AURORA SECURITIES, INC. "," 46,000.00 "
CNPF PM Equity,"PNB SECURITIES, INC. "," 44,850.00 "
CNPF PM Equity,"MDR SECURITIES, INC. "," 42,300.00 "
CNPF PM Equity,"EAGLE EQUITIES, INC. "," 42,300.00 "
CNPF PM Equity,"PREMIUM SECURITIES, INC. "," 41,200.00 "
CNPF PM Equity,"HDI SECURITIES, INC. "," 38,400.00 "
CNPF PM Equity,"SOLAR SECURITIES, INC. "," 38,100.00 "
CNPF PM Equity,"TANSENGCO & CO., INC. "," 33,100.00 "
CNPF PM Equity,MERCANTILE SECURITIES CORP. ," 31,200.00 "
CNPF PM Equity,"FIDELITY SECURITIES, INC. "," 30,000.00 "
CNPF PM Equity,"JSG SECURITIES, INC. "," 29,050.00 "
CNPF PM Equity,"AAA SOUTHEAST EQUITIES, INCORPORATED "," 28,500.00 "
CNPF PM Equity,"CTS GLOBAL EQUITY GROUP, INC. "," 27,700.00 "
CNPF PM Equity,"FIRST ORIENT SECURITIES, INC. "," 22,550.00 "
CNPF PM Equity,STRATEGIC EQUITIES CORP. ," 21,000.00 "
CNPF PM Equity,"FIRST INTEGRATED CAPITAL SECURITIES, INC. "," 20,400.00 "
CNPF PM Equity,ALPHA SECURITIES CORP. ," 18,000.00 "
CNPF PM Equity,MANDARIN SECURITIES CORPORATION ," 17,850.00 "
CNPF PM Equity,"F. YAP SECURITIES, INC. "," 16,750.00 "
CNPF PM Equity,"RTG & COMPANY, INC. "," 16,750.00 "
CNPF PM Equity,CUALOPING SECURITIES CORPORATION ," 15,000.00 "
CNPF PM Equity,"DIVERSIFIED SECURITIES, INC. "," 15,000.00 "
CNPF PM Equity,"GUILD SECURITIES, INC. "," 15,000.00 "
CNPF PM Equity,"I. B. GIMENEZ SECURITIES, INC. "," 13,200.00 "
CNPF PM Equity,"G.D. TAN & COMPANY, INC. "," 11,500.00 "
CNPF PM Equity,EAST WEST CAPITAL CORPORATION ," 10,000.00 "
CNPF PM Equity,"INVESTORS SECURITIES, INC, "," 8,600.00 "
CNPF PM Equity,"DRAGONFI SECURITIES, INC. "," 5,825.00 "
CNPF PM Equity,"GOLDEN TOWER SECURITIES & HOLDINGS, INC. "," 5,400.00 "
CNPF PM Equity,ALAKOR SECURITIES CORPORATION ," 4,500.00 "
CNPF PM Equity,"EQUITIWORLD SECURITIES, INC. "," 3,800.00 "
CNPF PM Equity,ASIA PACIFIC CAPITAL EQUITIES & SECURITIES CORP. ," 3,000.00 "
CNPF PM Equity,"NEW WORLD SECURITIES CO., INC. "," 2,400.00 "
CNPF PM Equity,"R & L INVESTMENTS, INC. "," 2,056.00 "
CNPF PM Equity,"I. ACKERMAN & CO., INC. "," 1,500.00 "
CNPF PM Equity,"LUYS SECURITIES COMPANY, INC. "," 1,500.00 "
CNPF PM Equity,"SECURITIES SPECIALISTS, INC. "," 1,500.00 "
CNPF PM Equity,"MOUNT PEAK SECURITIES, INC. ", 300.00 
CNPF PM Equity,"H. E. BENNETT SECURITIES, INC. ", 100.00 
CNPF PM Equity,"CLSA PHILIPPINES, INC. ", 76.00 
CNPF PM Equity,"CENTURY PACIFIC FOODS, INC. ", 8.00 
CNPF PM Equity,"LUNA SECURITIES, INC. ", 4.00 
CNPF PM Equity,DEUTSCHE BANK MANILA-CLIENTS A/C , 2.00 
SMC PM Equity,"PHILIPPINE EQUITY PARTNERS, INC. "," 150,102,892.00 "
SMC PM Equity,"ASIASEC EQUITIES, INC. "," 37,194,708.00 "
SMC PM Equity,CITIBANK N.A. ," 28,767,381.00 "
SMC PM Equity,STANDARD CHARTERED BANK ," 18,156,386.00 "
SMC PM Equity,SAN MIGUEL BREWERY INC. RETIREMENT PLAN ," 13,921,990.00 "
SMC PM Equity,GOVERNMENT SERVICE INSURANCE SYSTEM ," 10,929,908.00 "
SMC PM Equity,DEUTSCHE BANK MANILA-CLIENTS A/C ," 10,422,409.00 "
SMC PM Equity,"BA SECURITIES, INC. "," 9,536,039.00 "
SMC PM Equity,"COL Financial Group, Inc. "," 9,364,976.00 "
SMC PM Equity,MANDARIN SECURITIES CORPORATION ," 8,776,557.00 "
SMC PM Equity,"R. COYIUTO SECURITIES, INC. "," 7,043,786.00 "
SMC PM Equity,BDO SECURITIES CORPORATION ," 5,775,766.00 "
SMC PM Equity,SOCIAL SECURITY SYSTEM ," 5,417,822.00 "
SMC PM Equity,PAPA SECURITIES CORPORATION ," 5,194,290.00 "
SMC PM Equity,BPI SECURITIES CORPORATION ," 5,084,309.00 "
SMC PM Equity,THE FIRST RESOURCES MANAGEMENT & SECURITIES CORP. ," 5,006,946.00 "
SMC PM Equity,THE HONGKONG AND SHANGHAI BANKING CORP. LTD. -CLIENTS' ACCT. ," 4,401,629.00 "
SMC PM Equity,FIRST METRO SECURITIES BROKERAGE CORP. ," 4,043,999.00 "
SMC PM Equity,ABACUS SECURITIES CORPORATION ," 3,376,416.00 "
SMC PM Equity,"SAN MIGUEL FOODS, INC. RETIREMENT PLAN "," 3,242,130.00 "
SMC PM Equity,BANCO DE ORO - TRUST BANKING GROUP ," 2,992,568.00 "
SMC PM Equity,TRITON SECURITIES CORP. ," 2,785,429.00 "
SMC PM Equity,"SECURITIES SPECIALISTS, INC. "," 2,453,246.00 "
SMC PM Equity,"GINEBRA SAN MIGUEL, INC. RETIREMENT PLAN "," 2,401,210.00 "
SMC PM Equity,DEUTSCHE BANK MANILA-CLIENTS A/C ," 2,354,051.00 "
SMC PM Equity,"SB EQUITIES,INC. "," 2,321,561.00 "
SMC PM Equity,SAN MIGUEL CORPORATION RETIREMENT PLAN ," 2,318,967.00 "
SMC PM Equity,SAN MIGUEL YAMAMURA PACKAGING CORP. RETIREMENT PLAN ," 2,211,350.00 "
SMC PM Equity,"EVERGREEN STOCK BROKERAGE & SEC., INC. "," 2,171,820.00 "
SMC PM Equity,"LANDBANK SECURITIES, INC. "," 2,023,305.00 "
SMC PM Equity,"WEALTH SECURITIES, INC. "," 1,934,669.00 "
SMC PM Equity,EASTERN SECURITIES DEVELOPMENT CORPORATION ," 1,871,519.00 "
SMC PM Equity,"SOLAR SECURITIES, INC. "," 1,709,703.00 "
SMC PM Equity,"YAO & ZIALCITA, INC. "," 1,464,086.00 "
SMC PM Equity,MBTC - TRUST BANKING GROUP ," 1,424,030.00 "
SMC PM Equity,"AB CAPITAL SECURITIES, INC. "," 1,211,782.00 "
SMC PM Equity,PHILSTOCKS FINANCIAL INC ," 1,147,488.00 "
SMC PM Equity,LBP-TBG THIRD PARTY CUSTODIANSHIP & REGISTRY DEPT ," 1,075,990.00 "
SMC PM Equity,UNITED COCONUT PLANTERS LIFE ASSURANCE CORPORATION ," 1,019,000.00 "
SMC PM Equity,AP SECURITIES INCORPORATED ," 1,005,749.00 "
SMC PM Equity,QUALITY INVESTMENTS & SECURITIES CORPORATION ," 998,566.00 "
SMC PM Equity,CHINA BANK SECURITIES CORPORATION ," 942,425.00 "
SMC PM Equity,"E. CHUA CHIACO SECURITIES, INC. "," 940,726.00 "
SMC PM Equity,"LUCKY SECURITIES, INC. "," 927,749.00 "
SMC PM Equity,"ANSALDO, GODINEZ & CO., INC. "," 913,449.00 "
SMC PM Equity,"RCBC SECURITIES, INC. "," 876,115.00 "
SMC PM Equity,UNICAPITAL SECURITIES INC. ," 857,958.00 "
SMC PM Equity,REGINA CAPITAL DEVELOPMENT CORPORATION ," 856,966.00 "
SMC PM Equity,"MAYBANK SECURITIES, INC. "," 838,689.00 "
SMC PM Equity,DAVID GO SECURITIES CORP. ," 793,730.00 "
SMC PM Equity,PNB TRUST BANKING GROUP ," 667,270.00 "
SMC PM Equity,"CTS GLOBAL EQUITY GROUP, INC. "," 661,392.00 "
SMC PM Equity,"HDI SECURITIES, INC. "," 622,480.00 "
SMC PM Equity,A. T. DE CASTRO SECURITIES CORP. ," 618,933.00 "
SMC PM Equity,"GLOBALINKS SECURITIES & STOCKS, INC. "," 602,434.00 "
SMC PM Equity,"INVESTORS SECURITIES, INC, "," 553,836.00 "
SMC PM Equity,"SUMMIT SECURITIES, INC. "," 551,163.00 "
SMC PM Equity,"WESTLINK GLOBAL EQUITIES, INC. "," 541,198.00 "
SMC PM Equity,"MERIDIAN SECURITIES, INC. "," 507,708.00 "
SMC PM Equity,"PUREFOODS-HORMEL CO., INC. EMPLOYEES' RET. PLAN "," 428,550.00 "
SMC PM Equity,"PNB SECURITIES, INC. "," 404,540.00 "
SMC PM Equity,"BELSON SECURITIES, INC. "," 400,281.00 "
SMC PM Equity,"R. S. LIM & CO., INC. "," 385,548.00 "
SMC PM Equity,"YU & COMPANY, INC. "," 378,575.00 "
SMC PM Equity,"FIRST ORIENT SECURITIES, INC. "," 370,806.00 "
SMC PM Equity,"R. NUBLA SECURITIES, INC. "," 355,203.00 "
SMC PM Equity,"TOWER SECURITIES, INC. "," 324,703.00 "
SMC PM Equity,"GOLDSTAR SECURITIES, INC. "," 318,454.00 "
SMC PM Equity,"S.J. ROXAS & CO., INC. "," 316,212.00 "
SMC PM Equity,"IMPERIAL,DE GUZMAN,ABALOS & CO.,INC. "," 315,725.00 "
SMC PM Equity,OPTIMUM SECURITIES CORPORATION ," 311,548.00 "
SMC PM Equity,"TANSENGCO & CO., INC. "," 310,427.00 "
SMC PM Equity,STANDARD SECURITIES CORPORATION ," 296,041.00 "
SMC PM Equity,"H. E. BENNETT SECURITIES, INC. "," 292,225.00 "
SMC PM Equity,"LITONJUA SECURITIES, INC. "," 286,030.00 "
SMC PM Equity,"A & A SECURITIES, INC. "," 257,524.00 "
SMC PM Equity,"AAA SOUTHEAST EQUITIES, INCORPORATED "," 253,970.00 "
SMC PM Equity,"LUYS SECURITIES COMPANY, INC. "," 253,906.00 "
SMC PM Equity,"INTRA-INVEST SECURITIES, INC. "," 246,726.00 "
SMC PM Equity,VC SECURITIES CORPORATION ," 241,561.00 "
SMC PM Equity,"F. YAP SECURITIES, INC. "," 238,074.00 "
SMC PM Equity,"GOLDEN TOWER SECURITIES & HOLDINGS, INC. "," 223,843.00 "
SMC PM Equity,"CAMPOS, LANUZA & COMPANY, INC. "," 219,901.00 "
SMC PM Equity,RCBC TRUST CORPORATION ," 215,292.00 "
SMC PM Equity,THE HONGKONG AND SHANGHAI BANKING CORP. LTD. -CLIENTS' ACCT. ," 213,520.00 "
SMC PM Equity,IGC SECURITIES INC. ," 212,379.00 "
SMC PM Equity,"RTG & COMPANY, INC. "," 202,515.00 "
SMC PM Equity,SINCERE SECURITIES CORPORATION ," 201,891.00 "
SMC PM Equity,"VENTURE SECURITIES, INC. "," 181,679.00 "
SMC PM Equity,UPCC SECURITIES CORP. ," 179,407.00 "
SMC PM Equity,"MDR SECURITIES, INC. "," 164,632.00 "
SMC PM Equity,ASIA PACIFIC CAPITAL EQUITIES & SECURITIES CORP. ," 156,383.00 "
SMC PM Equity,"PREMIUM SECURITIES, INC. "," 156,277.00 "
SMC PM Equity,"EAGLE EQUITIES, INC. "," 141,494.00 "
SMC PM Equity,STRATEGIC EQUITIES CORP. ," 140,053.00 "
SMC PM Equity,STAR ALLIANCE SECURITIES CORP. ," 125,000.00 "
SMC PM Equity,CHINA BANKING CORPORATION - TRUST GROUP ," 121,901.00 "
SMC PM Equity,"JSG SECURITIES, INC. "," 117,144.00 "
SMC PM Equity,ASTRA SECURITIES CORPORATION ," 113,148.00 "
SMC PM Equity,"SARANGANI SECURITIES, INC. "," 112,472.00 "
SMC PM Equity,"G.D. TAN & COMPANY, INC. "," 109,389.00 "
SMC PM Equity,"SUPREME STOCKBROKERS, INC "," 105,804.00 "
SMC PM Equity,"FIDELITY SECURITIES, INC. "," 95,064.00 "
SMC PM Equity,PAN ASIA SECURITIES CORP. ," 92,628.00 "
SMC PM Equity,RCBC TRUST CORPORATION ," 88,235.00 "
SMC PM Equity,BANK OF COMMERCE - TRUST SERVICES GROUP ," 88,186.00 "
SMC PM Equity,"AURORA SECURITIES, INC. "," 87,593.00 "
SMC PM Equity,"I. ACKERMAN & CO., INC. "," 86,773.00 "
SMC PM Equity,"I. B. GIMENEZ SECURITIES, INC. "," 85,276.00 "
SMC PM Equity,"FIRST INTEGRATED CAPITAL SECURITIES, INC. "," 80,369.00 "
SMC PM Equity,"SunSecurities, Inc. "," 78,424.00 "
SMC PM Equity,EAST WEST CAPITAL CORPORATION ," 77,903.00 "
SMC PM Equity,"LOPEZ, LOCSIN, LEDESMA & CO., INC. "," 74,285.00 "
SMC PM Equity,"GUILD SECURITIES, INC. "," 69,930.00 "
SMC PM Equity,ALPHA SECURITIES CORP. ," 67,568.00 "
SMC PM Equity,"BERNAD SECURITIES, INC. "," 67,268.00 "
SMC PM Equity,CUALOPING SECURITIES CORPORATION ," 65,490.00 "
SMC PM Equity,MERCANTILE SECURITIES CORP. ," 60,717.00 "
SMC PM Equity,APEX PHILIPPINES EQUITIES CORPORATION ," 60,402.00 "
SMC PM Equity,"DIVERSIFIED SECURITIES, INC. "," 47,930.00 "
SMC PM Equity,LAND BANK OF THE PHILIPPINES-TRUST BANKING GROUP ," 45,149.00 "
SMC PM Equity,"NEW WORLD SECURITIES CO., INC. "," 43,229.00 "
SMC PM Equity,COL Inv Mgt Inc as Investment Company Adviser for Various Mutual Funds ," 40,969.00 "
SMC PM Equity,"DRAGONFI SECURITIES, INC. "," 40,042.00 "
SMC PM Equity,"DA MARKET SECURITIES, INC. "," 38,535.00 "
SMC PM Equity,ASIA UNITED BANK - TRUST & INVESTMENT GROUP ," 34,650.00 "
SMC PM Equity,"LARRGO SECURITIES CO., INC. "," 31,426.00 "
SMC PM Equity,SALISBURY SECURITIES CORPORATION ," 27,136.00 "
SMC PM Equity,"EQUITIWORLD SECURITIES, INC. "," 26,129.00 "
SMC PM Equity,"REGIS PARTNERS, INC. "," 25,362.00 "
SMC PM Equity,"UCPB GENERAL INSURANCE CO., INC. "," 21,930.00 "
SMC PM Equity,THE HONGKONG & SHANGHAI BANKING CORP. LTD. -OWN ACCOUNT ," 18,735.00 "
SMC PM Equity,ALAKOR SECURITIES CORPORATION ," 18,550.00 "
SMC PM Equity,"TIMSON SECURITIES, INC. "," 17,084.00 "
SMC PM Equity,EASTWEST BANKING CORPORATION - TRUST DIVISION ," 16,800.00 "
SMC PM Equity,"E.SECURITIES, INC. "," 15,207.00 "
SMC PM Equity,B. H. CHUA SECURITIES CORPORATION ," 13,942.00 "
SMC PM Equity,"PLATINUM SECURITIES, INC. "," 13,360.00 "
SMC PM Equity,CENTURY SECURITIES CORPORATION ," 13,310.00 "
SMC PM Equity,TRENDLINE SECURITIES CORPORATION ," 9,617.00 "
SMC PM Equity,"HIGHLAND SECURITIES PHIL., INC. "," 6,198.00 "
SMC PM Equity,JAKA SECURITIES CORP. ," 5,609.00 "
SMC PM Equity,"PRYCE SECURITIES, INC. "," 4,082.00 "
SMC PM Equity,"ARMSTRONG SECURITIES, INC. "," 3,847.00 "
SMC PM Equity,WONG SECURITIES CORPORATION ," 3,137.00 "
SMC PM Equity,"COCOPLANS, INC. "," 3,000.00 "
SMC PM Equity,"ASIAN CAPITAL EQUITIES, INC. "," 2,361.00 "
SMC PM Equity,"BENJAMIN CO CA & CO., INC. "," 2,316.00 "
SMC PM Equity,ALL ASIA SECURITIES MANAGEMENT CORP. ," 1,933.00 "
SMC PM Equity,"MACQUARIE CAPITAL SECURITIES (PHILIPPINES), INC. "," 1,728.00 "
SMC PM Equity,EQUITABLE SECURIITES (PHILS.) INC. ," 1,197.00 "
SMC PM Equity,"UOB KAY HIAN SECURITIES (PHILS.), INC. "," 1,134.00 "
SMC PM Equity,VALUE QUEST SECURITIES CORPORATION ," 1,000.00 "
SMC PM Equity,"MOUNT PEAK SECURITIES, INC. ", 925.00 
SMC PM Equity,MARINO OLONDRIZ Y CIA , 410.00 
SMC PM Equity,SAN MIGUEL CORPORATION , 370.00 
SMC PM Equity,"R & L INVESTMENTS, INC. ", 366.00 
SMC PM Equity,"COHERCO SECURITIES, INC. ", 290.00 
SMC PM Equity,"HK SECURITIES, INC. ", 180.00 
SMC PM Equity,AB CAPITAL & INVESTMENT CORP. - TRUST & INVESTMENT DIV. , 180.00 
SMC PM Equity,"LUNA SECURITIES, INC. ", 20.00 
SMC PM Equity,"LIPPO SECURITIES, INC. ", 4.00 
ACEN PM Equity,UPCC SECURITIES CORP.," 1,556,707.00 "
ACEN PM Equity,"A & A SECURITIES, INC."," 14,468,868.00 "
ACEN PM Equity,ABACUS SECURITIES CORPORATION," 98,089,374.00 "
ACEN PM Equity,PHILSTOCKS FINANCIAL INC," 81,222,298.00 "
ACEN PM Equity,A. T. DE CASTRO SECURITIES CORP.," 10,924,600.00 "
ACEN PM Equity,ALPHA SECURITIES CORP.," 1,819,180.00 "
ACEN PM Equity,"BA SECURITIES, INC."," 3,941,003.00 "
ACEN PM Equity,AP SECURITIES INCORPORATED," 41,337,418.00 "
ACEN PM Equity,"ANSALDO, GODINEZ & CO., INC."," 22,633,809.00 "
ACEN PM Equity,"AB CAPITAL SECURITIES, INC."," 36,814,787.00 "
ACEN PM Equity,"SARANGANI SECURITIES, INC."," 1,689,071.00 "
ACEN PM Equity,"SB EQUITIES, INC."," 70,789,344.00 "
ACEN PM Equity,ASIA PACIFIC CAPITAL EQUITIES & SECURITIES CORP.," 91,318.00 "
ACEN PM Equity,"ASIASEC EQUITIES, INC."," 67,444,110.00 "
ACEN PM Equity,ASTRA SECURITIES CORPORATION," 7,663,313.00 "
ACEN PM Equity,CHINA BANK SECURITIES CORPORATION," 20,334,289.00 "
ACEN PM Equity,"MACQUARIE CAPITAL SECURITIES (PHILIPPINES), INC.", 651.00 
ACEN PM Equity,"BELSON SECURITIES, INC."," 10,334,522.00 "
ACEN PM Equity,"BENJAMIN CO CA & CO., INC."," 146,832.00 "
ACEN PM Equity,B. H. CHUA SECURITIES CORPORATION," 1,714,345.00 "
ACEN PM Equity,JAKA SECURITIES CORP.," 45,392.00 "
ACEN PM Equity,BPI SECURITIES CORPORATION," 2,283,308,461.00 "
ACEN PM Equity,"CAMPOS, LANUZA & COMPANY, INC."," 26,006,107.00 "
ACEN PM Equity,SINCERE SECURITIES CORPORATION," 3,338,331.00 "
ACEN PM Equity,CENTURY SECURITIES CORPORATION," 255,112.00 "
ACEN PM Equity,"CTS GLOBAL EQUITY GROUP, INC."," 13,436,259.00 "
ACEN PM Equity,"LUNA SECURITIES, INC."," 8,207,651.00 "
ACEN PM Equity,TRITON SECURITIES CORP.," 19,126,299.00 "
ACEN PM Equity,IGC SECURITIES INC.," 10,255,122.00 "
ACEN PM Equity,CUALOPING SECURITIES CORPORATION," 2,386,559.00 "
ACEN PM Equity,DAVID GO SECURITIES CORP.," 8,738,037.00 "
ACEN PM Equity,"DIVERSIFIED SECURITIES, INC."," 999,295.00 "
ACEN PM Equity,"E. CHUA CHIACO SECURITIES, INC."," 32,673,990.00 "
ACEN PM Equity,EQUITABLE SECURITIES (PHILS.) INC.," 18,929.00 "
ACEN PM Equity,EAST WEST CAPITAL CORPORATION," 47,921.00 "
ACEN PM Equity,EASTERN SECURITIES DEVELOPMENT CORPORATION," 85,981,562.00 "
ACEN PM Equity,"EQUITIWORLD SECURITIES, INC."," 849,733.00 "
ACEN PM Equity,"EVERGREEN STOCK BROKERAGE & SEC., INC."," 14,828,516.00 "
ACEN PM Equity,"FIRST ORIENT SECURITIES, INC."," 1,005,076.00 "
ACEN PM Equity,"FIRST INTEGRATED CAPITAL SECURITIES, INC."," 700,621.00 "
ACEN PM Equity,"F. YAP SECURITIES, INC."," 14,036,557.00 "
ACEN PM Equity,"AURORA SECURITIES, INC."," 2,209,536.00 "
ACEN PM Equity,"GLOBALINKS SECURITIES & STOCKS, INC."," 6,026,341.00 "
ACEN PM Equity,"JSG SECURITIES, INC."," 2,415,947.00 "
ACEN PM Equity,"GOLDSTAR SECURITIES, INC."," 22,953,234.00 "
ACEN PM Equity,"GUILD SECURITIES, INC."," 3,628,114.00 "
ACEN PM Equity,"HDI SECURITIES, INC."," 8,597,977.00 "
ACEN PM Equity,"H. E. BENNETT SECURITIES, INC."," 3,454,443.00 "
ACEN PM Equity,"HK SECURITIES, INC.", 724.00 
ACEN PM Equity,"I. ACKERMAN & CO., INC."," 863,443.00 "
ACEN PM Equity,"I. B. GIMENEZ SECURITIES, INC."," 21,112,703.00 "
ACEN PM Equity,"INVESTORS SECURITIES, INC."," 8,717,420.00 "
ACEN PM Equity,"IMPERIAL, DE GUZMAN, ABALOS & CO., INC."," 4,098,397.00 "
ACEN PM Equity,"INTRA-INVEST SECURITIES, INC."," 4,465,936.00 "
ACEN PM Equity,"ASIAN CAPITAL EQUITIES, INC."," 190,312.00 "
ACEN PM Equity,VALUE QUEST SECURITIES CORPORATION," 1,912,744.00 "
ACEN PM Equity,STRATEGIC EQUITIES CORP.," 3,524,834.00 "
ACEN PM Equity,"LARRGO SECURITIES CO., INC."," 940,245.00 "
ACEN PM Equity,"LITONJUA SECURITIES, INC."," 188,287.00 "
ACEN PM Equity,"LOPEZ, LOCSIN, LEDESMA & CO., INC."," 4,469,833.00 "
ACEN PM Equity,"LUCKY SECURITIES, INC."," 14,103,069.00 "
ACEN PM Equity,"LUYS SECURITIES COMPANY, INC."," 6,285,186.00 "
ACEN PM Equity,MANDARIN SECURITIES CORPORATION," 5,888,324.00 "
ACEN PM Equity,MARINO OLONDRIZ Y CIA, 9.00 
ACEN PM Equity,"COL Financial Group, Inc."," 367,896,743.00 "
ACEN PM Equity,"DA MARKET SECURITIES, INC."," 9,514,684.00 "
ACEN PM Equity,MERCANTILE SECURITIES CORP.," 5,209,605.00 "
ACEN PM Equity,"MERIDIAN SECURITIES, INC."," 8,791,873.00 "
